gene_id	transcript_id(s)	Control_R1	Control_R2	Control_R3	Control_R4	DPN_R1	DPN_R2	DPN_R3	DPN_R4	OHT_R1	OHT_R2	OHT_R3	OHT_R4
LONRF2	NM_198461.3	968.00	554.00	582.00	564.00	984.00	714.00	1161.00	1224.00	674.00	677.00	501.00	1162.00
LONRF3	NM_001031855.2,NM_001289109.1,NM_024778.5,XM_005262476.1,rna86207	59.00	29.00	108.00	89.00	40.00	16.00	199.00	195.00	39.00	24.00	102.00	206.00
LOR	NM_000427.2	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
LOX	NM_001178102.1,NM_002317.5	53.00	9.00	237.00	55.00	43.00	16.00	370.00	86.00	38.00	17.00	257.00	149.00
LOXHD1	NM_001145472.2,NM_001145473.2,NM_001173129.1,NM_144612.6,XM_006722384.1,XM_006722385.1,XM_006722386.1,XM_006722387.1,XM_006722388.1,XM_006722389.1,XM_006722390.1,XM_006722391.1	0.00	1.00	1.00	0.00	1.00	2.00	4.00	1.00	1.00	4.00	4.00	2.00
LOXL1	NM_005576.2	418.69	128.00	1038.97	653.65	356.00	146.00	2649.16	1225.78	368.23	136.00	1356.82	1910.75
LOXL1-AS1	rna62156,rna62157,rna62158,rna62159,rna62160	149.31	51.00	284.03	124.35	140.00	41.00	551.84	177.22	103.77	40.00	328.18	208.25
LOXL2	NM_002318.2	372.00	123.00	1443.00	682.00	261.99	128.00	3007.00	1016.00	200.00	151.00	1396.00	1197.00
LOXL3	NM_001289164.1,NM_001289165.1,NM_032603.3	25.34	11.25	71.59	34.47	28.03	13.64	141.77	52.12	23.73	23.24	75.36	83.02
LOXL4	NM_032211.6,XM_005270216.1,XM_006718020.1	63.00	98.00	31.00	40.00	31.00	73.00	59.00	61.00	39.00	102.00	38.00	118.00
LPA	NM_005577.2	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
LPAL2	rna31503,rna31504	0.00	0.00	1.00	0.00	0.00	0.00	2.00	3.00	0.00	0.00	0.00	0.00
LPAR1	NM_001401.3,NM_057159.2,XM_005251781.1,XM_005251782.1	54.00	34.00	20.00	39.00	55.00	61.00	31.00	54.00	35.00	47.00	21.00	40.00
LPAR2	NM_004720.5	240.00	119.00	142.00	155.00	240.00	153.00	272.00	284.00	185.00	141.00	114.00	350.00
LPAR3	NM_012152.2,XM_006710542.1	160.00	0.00	0.00	0.00	164.00	0.00	0.00	0.00	101.00	0.00	0.00	0.00
LPAR4	NM_001278000.1,NM_005296.2,XM_005262126.1,XM_006724639.1	0.00	0.00	0.00	1.00	0.00	1.00	3.00	1.00	0.00	0.00	0.00	1.00
LPAR5	NM_001142961.1,NM_020400.5	1.00	7.00	7.00	2.00	7.00	15.00	20.00	10.00	2.00	10.00	9.00	3.00
LPAR6	NM_001162497.1,NM_001162498.1,NM_005767.5	26.00	31.00	28.00	18.00	32.00	42.00	63.00	27.00	23.00	45.00	39.00	27.00
LPCAT1	NM_024830.3,XM_005248373.1	455.00	262.00	588.00	628.00	399.00	272.00	1177.00	1152.00	321.00	304.00	564.00	1458.00
LPCAT2	NM_017839.4,XM_005256006.2,XM_006721211.1	382.00	49.00	923.00	265.00	303.00	42.00	1901.00	436.00	284.00	72.00	879.00	561.00
LPCAT3	NM_005768.5	454.00	497.00	502.00	549.00	388.00	510.00	984.00	1005.00	299.00	574.00	408.00	1173.00
LPCAT4	NM_153613.2,XM_006720454.1,rna60723,rna60724	264.00	104.00	207.00	217.00	248.00	111.00	446.00	392.00	214.00	101.00	224.00	457.00
LPGAT1	NM_014873.2,XM_005273362.1,XM_005273363.1,XM_005273364.1,XM_006711695.1	1128.00	666.00	769.00	666.00	1000.00	811.00	1399.00	1190.00	812.00	815.00	707.00	1280.00
LPHN1	NM_001008701.2,NM_014921.4,XM_005259818.1,XM_005259819.1,XM_006722688.1,XM_006722689.1,XM_006722690.1	1176.71	772.62	989.91	1222.94	1027.00	823.89	1886.91	1936.83	851.91	823.89	798.00	2054.79
LPHN2	NM_012302.2,XM_005270666.2,XM_005270667.2,XM_005270668.1,XM_005270670.2,XM_005270673.2,XM_005270674.2,XM_006710485.1,XM_006710486.1,XM_006710487.1,XM_006710488.1,XM_006710489.1,XM_006710490.1,XM_006710491.1,XM_006710492.1,XM_006710493.1,XM_006710494.1,XM_006710495.1,XM_006710496.1,XM_006710497.1	1485.00	825.00	2118.00	1579.00	1303.00	921.00	3587.00	2697.00	1067.00	1000.00	1470.00	2374.00
LPHN3	NM_015236.4,XM_006714153.1,XM_006714154.1,XM_006714155.1,XM_006714156.1	0.00	10.00	13.00	4.00	0.00	6.00	11.00	3.00	0.00	14.00	3.00	10.00
LPIN1	NM_001261427.1,NM_001261428.1,NM_001261429.1,NM_145693.2,XM_006711869.1,XM_006711870.1,XM_006711871.1,XM_006711872.1,XM_006711873.1,XM_006711874.1,XM_006711875.1	1746.00	1066.00	1777.00	1395.00	1692.00	1254.00	3692.00	2760.00	1086.00	1235.00	1587.00	2652.00
LPIN2	NM_014646.2,XM_005258177.2,XM_005258178.1,XM_005258179.2,XM_006722368.1,rna71905	926.00	659.00	638.00	525.00	894.00	739.00	1095.00	903.00	605.00	792.00	490.00	918.00
LPIN3	NM_022896.1,XM_005260515.1,XM_005260516.2,XM_006723859.1,XM_006723860.1,XM_006723861.1,XM_006723862.1,XM_006723863.1,rna79888,rna79889	672.43	391.62	311.98	723.16	662.47	335.19	616.86	1168.60	463.32	450.14	257.73	1184.50
LPL	NM_000237.2	4058.00	133.00	2431.00	2145.00	3094.00	189.00	5434.00	3268.00	2276.00	217.00	2742.00	3925.00
LPO	NM_001160102.1,NM_006151.2,rna70316	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
LPP	NM_001167671.1,NM_001167672.1,NM_005578.3,XM_005247444.2,XM_005247445.2,XM_005247446.2,XM_005247447.2,XM_005247448.2,XM_005247450.2,XM_005247451.2,XM_005247453.1,XM_006713637.1	1941.35	1187.63	1784.22	1147.93	1665.99	1310.79	3301.13	1995.56	1430.32	1637.62	1521.29	2650.52
LPP-AS1	rna19741	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
LPP-AS2	rna19727	6.65	10.37	14.78	16.07	6.01	9.21	16.87	24.44	7.68	18.38	20.71	16.48
LPPR1	NM_017753.2,NM_207299.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
LPPR2	NM_001170635.1,NM_022737.2,XM_005260017.1	634.00	295.00	502.00	412.00	564.00	329.00	1087.00	781.00	441.00	315.00	483.00	908.00
LPPR3	NM_001270366.1,NM_024888.2	35.00	1.00	6.00	7.00	28.00	3.00	9.00	20.00	30.00	0.00	3.00	25.00
LPPR4	NM_001166252.1,NM_014839.4	6.00	2.00	11.00	1.00	5.00	0.00	35.00	2.00	1.00	5.00	12.00	7.00
LPPR5	NM_001010861.2,NM_001037317.1	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00
LPXN	NM_001143995.1,NM_004811.2,XM_006718750.1	46.00	38.00	49.00	35.00	32.00	52.00	78.00	56.00	24.00	46.00	38.00	56.00
LRAT	NM_004744.3,XM_006714412.1	5.00	1.00	6.00	1.00	1.00	2.00	7.00	9.00	4.00	0.00	7.00	9.00
LRBA	NM_001199282.2,NM_006726.4,XM_005263372.1,XM_005263373.1,XM_005263374.1,XM_005263375.1,XM_005263376.2,XM_005263377.1,XM_006714429.1	2242.00	1462.00	2595.00	1810.00	2137.00	1551.00	4400.00	3090.00	1631.00	1776.00	1895.00	3095.00
LRCH1	NM_001164211.1,NM_001164213.1,NM_015116.2	316.00	193.00	205.00	188.00	252.00	214.00	424.00	329.00	212.00	238.00	201.00	450.00
LRCH2	NM_001243963.1,NM_020871.3,XM_006724724.1	4.00	3.00	118.00	1.00	4.00	0.00	190.00	2.00	5.00	3.00	93.00	7.00
LRCH3	NM_032773.2,XM_005269362.1,XM_005269363.1,XM_005269365.1,XM_005269367.1,XM_006713791.1,XM_006713792.1,XM_006713793.1	366.00	228.00	318.00	274.00	300.00	282.00	536.00	491.00	298.00	253.00	220.00	645.00
LRCH4	NM_002319.3,XM_005250346.1,XM_005250347.1	780.00	535.00	766.00	1054.00	676.00	588.00	1595.00	1822.00	569.00	615.00	655.00	2143.00
LRCOL1	NM_001195520.1,XM_006719729.1,XM_006719730.1,XM_006719731.1,XM_006719732.1,XM_006719733.1	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00
LRFN1	NM_020862.1,XM_005259102.2	65.00	34.00	50.00	41.00	64.00	31.00	111.00	104.00	52.00	34.00	45.00	92.00
LRFN2	NM_020737.1	0.00	0.00	6.00	0.00	0.00	0.00	17.00	0.00	0.00	0.00	5.00	2.00
LRFN3	NM_024509.1	186.00	143.00	133.00	155.00	201.00	178.00	296.00	286.00	179.00	141.00	127.00	289.00
LRFN4	NM_024036.4,XM_005274239.1	171.00	62.00	70.00	80.00	169.00	64.00	160.00	120.00	113.00	67.00	72.00	121.00
LRFN5	NM_152447.3,XM_005267369.1,rna58242	330.00	217.00	5.00	25.00	345.00	276.00	10.00	47.00	252.00	255.00	7.00	50.00
LRG1	NM_052972.2	5.00	3.00	9.00	30.00	0.00	1.00	26.00	62.00	3.00	0.00	9.00	87.00
LRGUK	NM_144648.1	0.00	1.00	5.00	1.00	0.00	3.00	6.00	3.00	1.00	2.00	4.00	5.00
LRIF1	NM_001006945.1,NM_018372.3,XM_005271029.2,XM_006710763.1	162.00	78.00	92.00	87.00	139.00	80.00	191.00	171.00	124.00	97.00	75.00	145.00
LRIG1	NM_015541.2	197.00	240.00	186.00	113.00	208.00	253.00	431.00	250.00	170.00	227.00	171.00	292.00
LRIG2	NM_014813.1,XM_005271369.1,XM_006711072.1,XM_006711073.1	63.00	87.00	108.00	89.00	82.00	90.00	201.00	166.00	49.00	98.00	85.00	189.00
LRIG3	NM_001136051.2,NM_153377.4	100.00	103.00	85.00	88.00	105.00	98.00	145.00	131.00	71.00	114.00	75.00	161.00
LRIT1	NM_015613.2	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
LRIT2	NM_001017924.3,NM_001284223.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
LRIT3	NM_198506.4,XM_005262979.2	1.00	0.00	1.00	2.00	0.00	0.00	1.00	0.00	2.00	1.00	0.00	0.00
LRMP	NM_001204126.1,NM_001204127.1,NM_006152.3,XM_005253370.1,XM_005253371.2,XM_005253372.2,XM_005253374.1,XM_006719075.1,XM_006719076.1,XM_006719077.1,rna52323,rna52326	4.00	2.00	5.00	1.00	6.00	3.00	6.00	4.00	3.00	2.00	10.00	2.00
LRP1	NM_002332.2	1770.00	1064.00	2272.00	1131.00	1901.00	1195.00	4307.00	2586.00	1220.00	1231.00	1795.00	2878.00
LRP10	NM_014045.3,XM_005267510.1	8612.00	5471.00	5349.00	5978.00	7495.00	5917.00	10804.00	10087.00	6497.00	5847.00	4622.00	11412.00
LRP11	NM_032832.5,XM_006715583.1,XM_006715584.1	871.12	564.47	506.15	334.00	940.88	634.95	1099.14	811.00	677.00	623.35	500.60	851.49
LRP12	NM_001135703.2,NM_013437.4	323.00	275.00	514.00	320.00	261.00	330.00	869.00	502.00	235.00	320.00	450.00	605.00
LRP1B	NM_018557.2	3.00	2.00	599.00	135.00	3.00	0.00	898.00	291.00	1.00	2.00	376.00	254.00
LRP2	NM_004525.2,XM_006712526.1,XM_006712527.1,XM_006712528.1	13933.00	1121.00	741.00	1942.00	11357.00	1241.00	801.00	4071.00	8975.00	1367.00	227.00	3465.00
LRP2BP	NM_018409.3,XM_005263123.2,XM_005263124.1,XM_005263125.2,XM_006714260.1,XM_006714261.1,XM_006714262.1,XM_006714263.1,XM_006714264.1,XM_006714265.1	14.00	10.00	36.00	28.00	6.00	9.00	44.00	39.00	4.00	17.00	23.00	36.00
LRP3	NM_002333.3,XM_005258945.1	625.00	300.00	440.00	445.00	688.00	408.00	1165.00	916.00	538.00	303.00	495.00	1025.00
LRP4	NM_002334.3,XM_005252923.1,XM_006718231.1	522.92	315.00	589.95	353.90	583.00	373.00	1188.93	741.00	318.00	372.00	537.98	719.00
LRP4-AS1	rna47962	1.08	0.00	1.05	1.10	0.00	0.00	1.07	0.00	0.00	0.00	1.02	0.00
LRP5	NM_002335.2,XM_005273994.1	639.00	890.00	377.00	359.00	624.00	1061.00	779.00	771.00	492.00	972.00	368.00	931.00
LRP5L	NM_001135772.1,NM_182492.2,XM_006724372.1	39.47	38.00	38.79	38.15	30.60	16.19	103.39	78.35	18.93	25.65	38.64	81.43
LRP6	NM_002336.2,XM_006719078.1,rna52039,rna52040	1886.00	1070.00	1100.00	910.00	1739.00	1174.00	2070.00	1627.00	1272.00	1203.00	953.00	1873.00
LRP8	NM_001018054.2,NM_004631.4,NM_017522.4,NM_033300.3,XM_005271173.1,XM_005271174.1,XM_005271175.1,XM_005271176.1,XM_006710881.1,XM_006710882.1	55.75	58.42	188.37	106.00	66.40	62.15	447.28	263.71	35.00	92.90	250.69	223.49
LRPAP1	NM_002337.3,rna20347	3025.00	1830.00	1753.00	1832.00	2720.00	2063.00	3518.00	3629.00	2251.00	2118.00	1546.00	3939.00
LRPPRC	NM_133259.3,XM_006711915.1,XM_006711916.1	1653.00	1203.00	1739.00	1293.00	1626.00	1297.00	3149.00	2098.00	1189.00	1361.00	1488.00	2322.00
LRR1	NM_152329.3,NM_203467.1,XM_006720028.1,rna58284,rna58285,rna58286	55.00	41.00	55.00	53.00	59.00	42.00	93.00	56.00	54.00	64.00	52.00	87.00
LRRC1	NM_018214.4	622.00	493.00	265.00	297.00	528.00	615.00	567.00	565.00	445.00	561.00	289.00	658.00
LRRC10	NM_201550.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
LRRC10B	NM_001145077.1	13.00	29.00	2.00	13.00	16.00	54.00	15.00	23.00	7.00	35.00	8.00	12.00
LRRC14	NM_001272036.1,NM_014665.3,XM_005272358.2,XM_005272359.2,XM_005272360.2,XM_005272361.1,XM_006716688.1,XM_006716689.1	441.81	238.48	306.63	376.11	416.39	295.25	610.93	710.13	355.69	302.38	255.30	818.07
LRRC14B	NM_001080478.1	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
LRRC15	NM_001135057.2,NM_130830.4	1.00	1.00	17.00	3.00	3.00	2.00	40.00	10.00	2.00	2.00	22.00	17.00
LRRC16A	NM_001173977.1,NM_017640.5,XM_005249218.1,XM_006715136.1,XM_006715137.1,XM_006715138.1,XM_006715139.1,XM_006715140.1	283.00	160.00	352.00	368.00	275.00	176.00	702.00	492.00	166.00	239.00	292.00	706.00
LRRC16B	NM_138360.3	11.00	0.00	12.00	1.00	15.00	1.00	23.00	4.00	13.00	1.00	6.00	2.00
LRRC17	NM_001031692.2,NM_005824.2,XM_005250108.1	210.00	127.00	36.00	5.00	145.00	114.00	53.00	7.00	182.00	166.00	22.00	9.00
LRRC18	NM_001006939.3,XM_005269857.1,XM_005269858.1,XM_006717865.1,XM_006717866.1,XM_006717867.1,XM_006717868.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
LRRC19	NM_022901.2	0.00	0.00	0.00	2.00	4.00	2.00	4.00	9.00	2.00	0.00	1.00	7.00
LRRC2	NM_024512.4,XM_006713332.1	72.00	0.00	11.00	13.00	67.00	0.00	51.00	31.00	66.00	1.00	16.00	41.00
LRRC2-AS1	rna16276	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
LRRC20	NM_001278211.1,NM_001278212.1,NM_001278213.1,NM_001278214.1,NM_018205.3,NM_018239.3,NM_207119.2,rna44229,rna44230	109.00	79.00	55.00	50.00	106.00	100.00	120.00	107.00	81.00	83.00	75.00	117.00
LRRC23	NM_001135217.1,NM_006992.3,NM_201650.2	115.00	83.00	76.00	55.00	103.00	111.00	111.00	97.00	79.00	94.00	72.00	99.00
LRRC24	NM_001024678.3	62.19	28.67	39.37	21.89	53.61	27.75	77.28	42.87	49.31	18.62	33.70	49.93
LRRC25	NM_145256.2,XM_005259739.1	10.00	12.00	16.00	13.00	12.00	15.00	42.00	26.00	4.00	14.00	13.00	46.00
LRRC26	NM_001013653.2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
LRRC27	NM_001143757.1,NM_001143758.1,NM_001143759.1,NM_030626.2,XM_006717983.1,XM_006717984.1,XM_006717985.1,XM_006717986.1,rna46331,rna46333,rna46334,rna46341	170.00	146.00	117.00	112.00	168.00	150.00	221.00	223.00	143.00	155.00	84.00	180.00
LRRC28	NM_001284400.1,NM_144598.3,XM_005254861.1,XM_006720388.1,XM_006720389.1,XM_006720390.1,XM_006720391.1,rna63094	80.00	47.00	94.00	74.00	62.00	55.00	164.00	141.00	52.00	54.00	77.00	134.00
LRRC29	NM_001004055.1,NM_012163.2	14.00	3.00	17.00	7.00	21.00	12.00	27.00	14.00	13.00	8.00	10.00	11.00
LRRC3	NM_030891.3	10.00	9.00	13.00	15.00	15.00	7.00	25.00	24.00	6.00	5.00	13.00	37.00
LRRC3-AS1	rna81781	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
LRRC30	NM_001105581.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
LRRC31	NM_001277127.1,NM_001277128.1,NM_024727.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
LRRC32	NM_001128922.1,NM_005512.2,XM_005273902.2,XM_005273903.2,rna49834	177.00	54.00	190.00	70.00	139.00	58.00	368.00	115.00	104.00	57.00	183.00	142.00
LRRC34	NM_001172779.1,NM_001172780.1,NM_153353.4,XM_005247133.1,XM_006713508.1	35.00	21.00	10.00	3.00	34.00	14.00	28.00	4.00	36.00	24.00	18.00	7.00
LRRC36	NM_001161575.1,NM_018296.5,XM_005256025.1,XM_005256026.1,XM_005256027.1,XM_005256028.1,rna65753,rna65756	3.00	0.00	3.00	3.00	1.00	2.00	4.00	4.00	2.00	2.00	4.00	5.00
LRRC37A	NM_014834.4,XM_005257878.2,XM_005257879.2,XM_005257880.2,XM_005257882.2,XM_005257883.2,XM_005257884.2,XM_005257887.2,XM_006722208.1,XM_006722209.1,XM_006722210.1,XM_006722211.1,XM_006722212.1,XM_006722213.1	98.16	42.64	63.64	51.04	102.75	36.81	108.20	103.74	78.71	38.99	46.21	120.37
LRRC37A11P	rna68934	3.00	0.00	1.00	0.00	2.00	0.00	1.00	2.00	0.00	0.00	0.00	2.00
LRRC37A2	NM_001006607.2	88.22	44.41	41.57	89.89	79.51	49.10	87.64	149.82	74.31	55.23	40.32	162.63
LRRC37A3	NM_199340.2	46.03	30.66	98.17	123.15	44.87	33.42	170.82	160.24	25.21	32.95	74.34	157.87
LRRC37A4P	rna69717	402.59	261.32	412.23	178.91	379.52	311.70	654.34	321.92	260.77	307.39	262.68	292.57
LRRC37A5P	rna40959	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
LRRC37A6P	rna43238	6.00	5.01	3.00	1.00	6.02	6.00	7.00	0.00	4.00	4.01	1.00	2.00
LRRC37B	NM_052888.2	87.08	31.32	45.87	61.69	89.38	32.16	88.55	88.90	64.14	48.90	35.06	116.42
LRRC37BP1	rna68464	341.78	241.68	315.27	336.31	284.62	263.84	711.45	576.10	252.86	275.10	359.94	771.58
LRRC38	NM_001010847.1,XM_006710336.1	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00
LRRC39	NM_001256385.1,NM_001256386.1,NM_001256387.1,NM_144620.3,XM_005270459.2	0.00	13.94	1.28	3.06	0.00	12.76	2.52	2.06	2.12	23.66	3.16	4.41
LRRC3B	NM_052953.2,XM_005264847.1,XM_005264849.1,XM_005264850.2,XM_006712959.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
LRRC3C	NM_001195545.1	0.00	0.00	1.00	1.00	1.00	0.00	1.00	0.00	1.00	1.00	2.00	0.00
LRRC3DN	rna81783	10.00	6.00	11.00	9.00	19.00	5.00	36.00	19.00	11.00	3.00	13.00	39.00
LRRC4	NM_022143.4	42.00	212.00	258.00	254.00	38.00	208.00	537.00	582.00	21.00	205.00	277.00	536.00
LRRC40	NM_017768.4,XM_005271013.1,XM_006710757.1	88.00	80.00	204.00	167.00	74.00	92.00	316.00	290.00	50.00	98.00	147.00	378.00
LRRC41	NM_006369.4,XM_005270376.2	515.00	579.00	670.00	950.00	429.00	701.00	1512.00	1602.00	339.00	701.00	633.00	1943.00
LRRC42	NM_001256409.1,NM_052940.4,XM_006710327.1,XM_006710328.1	201.00	223.00	304.00	365.00	172.00	241.00	622.00	587.00	129.00	290.00	320.00	715.00
LRRC43	NM_001098519.1,NM_152759.4	12.00	9.00	7.00	8.00	4.00	18.00	23.00	13.00	14.00	17.00	5.00	7.00
LRRC45	NM_144999.2,XM_006722275.1	166.00	93.00	62.00	81.00	191.00	117.00	134.00	179.00	114.00	88.00	53.00	193.00
LRRC46	NM_033413.3,XM_005257775.2	9.00	3.00	2.00	6.00	11.00	2.00	12.00	4.00	5.00	2.00	3.00	11.00
LRRC47	NM_020710.2	370.00	482.00	456.00	546.00	352.00	523.00	969.00	1035.00	307.00	611.00	425.00	1135.00
LRRC48	NM_001130090.1,NM_001130091.1,NM_001130092.1,NM_031294.3,XM_005256810.2,XM_006721583.1,XM_006721584.1,XM_006721585.1	34.00	52.00	39.00	37.00	22.00	43.00	95.00	61.00	19.00	43.00	46.00	87.00
LRRC49	NM_001199017.2,NM_001199018.2,NM_001284357.1,NM_017691.4,XM_005254492.2	110.00	49.00	220.46	130.00	134.99	58.00	389.63	218.00	117.91	62.00	206.23	276.00
LRRC4B	NM_001080457.1,XM_005259429.2,XM_006723506.1	5.00	2.00	146.00	27.00	0.00	1.00	335.00	49.00	3.00	1.00	142.00	59.00
LRRC4C	NM_001258419.1,NM_020929.2,rna47779,rna47780	33.00	47.00	147.00	27.00	36.00	44.00	197.00	34.00	43.00	67.00	98.00	51.00
LRRC52	NM_001005214.3	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
LRRC55	NM_001005210.2	1.00	0.00	0.00	0.00	0.00	2.00	1.00	1.00	0.00	1.00	3.00	1.00
LRRC56	NM_198075.3,XM_005252775.1,XM_005252776.1,XM_006718132.1,XM_006718133.1,XM_006718134.1,XM_006718135.1	55.00	21.00	13.00	32.00	49.00	29.00	36.00	57.00	54.00	28.00	16.00	49.00
LRRC57	NM_153260.2	242.00	92.00	181.00	168.00	225.00	99.00	309.00	269.00	162.00	121.00	167.00	331.00
LRRC58	NM_001099678.1	1086.00	478.00	617.00	426.00	1175.00	540.00	1271.00	770.00	885.00	527.00	561.00	878.00
LRRC59	NM_018509.3	2194.98	1426.98	1599.95	1575.81	2150.95	1631.96	3169.89	2728.95	1526.90	1634.99	1571.94	3589.91
LRRC6	NM_012472.4,XM_006716538.1,XM_006716539.1,rna38249,rna38251	78.00	107.00	83.00	65.00	62.00	148.00	162.00	140.00	65.00	113.00	73.00	121.00
LRRC61	NM_001142928.1,NM_023942.2,XM_006716095.1	10852.68	9247.00	5388.46	9374.00	8440.25	10074.00	9889.74	17479.62	7732.42	10279.00	3836.00	11913.00
LRRC63	NM_001282460.1	4.00	2.00	2.00	1.00	4.00	1.00	0.00	0.00	4.00	0.00	0.00	0.00
LRRC66	NM_001024611.1,XM_005265739.1	9.00	0.00	4.00	3.00	8.00	1.00	17.00	6.00	5.00	2.00	2.00	5.00
LRRC69	NM_001129890.1	0.00	0.00	0.00	1.00	0.00	0.00	1.00	2.00	0.00	0.00	1.00	6.00
LRRC7	NM_020794.2,XM_006710782.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
LRRC70	NM_181506.4	3.05	7.00	9.00	4.00	7.00	4.00	15.00	7.21	6.00	4.00	9.00	6.00
LRRC71	NM_144702.2,XM_005244926.1,XM_005244927.1,XM_005244928.1,XM_006711185.1,XM_006711186.1,XM_006711187.1,XM_006711188.1,XM_006711189.1,XM_006711190.1,rna5980	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
LRRC72	NM_001195280.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
LRRC73	NM_001012974.2,NM_001271882.1,XM_006715015.1	55.00	36.00	37.00	36.00	63.00	54.00	74.00	73.00	59.00	55.00	29.00	90.00
LRRC8A	NM_001127244.1,NM_001127245.1,NM_019594.3,XM_005252095.1,XM_005252096.1,XM_006717186.1	2721.00	1488.00	3028.77	2284.24	2178.00	1643.00	6533.74	4314.09	2035.00	1551.66	2966.39	6198.58
LRRC8B	NM_001134476.1,NM_015350.2,XM_005270701.2,XM_005270702.2,XM_005270703.2,XM_005270704.2,XM_006710541.1	222.00	402.00	253.00	309.00	189.00	436.00	421.00	539.00	144.00	453.00	223.00	654.00
LRRC8C	NM_032270.4,XM_006710960.1	66.00	80.00	145.00	179.00	72.00	90.00	301.00	229.00	54.00	99.00	144.00	272.00
LRRC8D	NM_001134479.1,NM_018103.4,XM_005270991.2	106.00	124.00	149.00	133.00	114.00	135.00	294.00	207.00	100.00	160.00	138.00	230.00
LRRC8E	NM_001268284.2,NM_001268285.2,NM_025061.5,XM_005272497.2	291.00	180.00	157.00	185.00	257.00	207.00	355.00	322.00	228.00	222.00	166.00	403.00
LRRC9	rna58595	7.00	1.00	5.00	0.00	8.00	3.00	4.00	0.00	13.00	2.00	2.00	0.00
LRRCC1	NM_033402.4,XM_005251317.1,XM_005251318.1,XM_005251319.2,XM_005251320.1,XM_005251321.1,XM_005251322.1	130.00	43.00	89.00	55.00	125.00	60.00	164.00	106.00	86.00	57.00	82.00	112.00
LRRD1	NM_001161528.1	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	2.00
LRRFIP1	NM_001137550.1,NM_001137551.1,NM_001137552.1,NM_001137553.1,NM_004735.3,XM_005246112.2,XM_005246113.1,XM_005246114.2,XM_005246115.2,XM_005246116.2,XM_005246117.2,XM_005246118.2,XM_005246119.2,XM_005246120.2,XM_005246121.2,XM_005246122.2,XM_005246123.2,XM_005246124.1,XM_005246125.2,XM_005246126.2,XM_005246127.2,XM_005246128.1,XM_005246129.2,XM_005246130.2,XM_005246131.2,XM_005246132.2,XM_005246133.1,XM_005246134.1,XM_005246135.1,XM_005246136.1,XM_005246137.2,XM_005246138.2,XM_005246139.2,XM_005246140.2,XM_005246141.2,XM_005246142.1,XM_006712840.1,XM_006712841.1,XM_006712842.1,XM_006712843.1,XM_006712844.1,XM_006712845.1,XM_006712846.1,XM_006712847.1,XM_006712848.1,XM_006712849.1,XM_006712850.1	4726.80	2651.91	3256.91	2750.98	4053.65	2928.94	5803.82	4450.00	3255.76	3368.92	2682.92	5671.95
